["deep learning", 1947.753816140493]
["implicit context", 2.772588722239781]
["implicit fashion", 2.772588722239781]
["importance score", 2.772588722239781]
["important avenue", 2.772588722239781]
["important effect", 2.772588722239781]
["important factor", 2.772588722239781]
["important module", 2.772588722239781]
["important papers", 2.772588722239781]
["important reason", 2.772588722239781]
["important result", 2.772588722239781]
["impossible tasks", 2.772588722239781]
["improves results", 2.772588722239781]
["inbetween values", 2.772588722239781]
["inception layers", 2.772588722239781]
["incoming classes", 2.772588722239781]
["increased number", 2.772588722239781]
["independent bits", 2.772588722239781]
["independent draw", 2.772588722239781]
["independent sets", 2.772588722239781]
["independent term", 2.772588722239781]
["indepth insights", 2.772588722239781]
["indicator vector", 2.772588722239781]
["indirect leakage", 2.772588722239781]
["individual nodes", 2.772588722239781]
["individual pairs", 2.772588722239781]
["individual point", 2.772588722239781]
["individual steps", 2.772588722239781]
["individual tasks", 2.772588722239781]
["individual words", 2.772588722239781]
["induced features", 2.772588722239781]
["infected network", 2.772588722239781]
["inference engine", 2.772588722239781]
["inference harder", 2.772588722239781]
["inference refers", 2.772588722239781]
["inference scheme", 2.772588722239781]
["inferior results", 2.772588722239781]
["inferring office", 2.772588722239781]
["infinite support", 2.772588722239781]
["influential work", 2.772588722239781]
["inherent problem", 2.772588722239781]
["inherent tension", 2.772588722239781]
["initial segments", 2.772588722239781]
["initial solution", 2.772588722239781]
["innovative forms", 2.772588722239781]
["inout similarity", 2.772588722239781]
["input components", 2.772588722239781]
["input sequence x", 2.772588722239781]
["input translates", 2.772588722239781]
["input variable x", 2.772588722239781]
["instance details", 2.772588722239781]
["instancebased da", 2.772588722239781]
["intended clients", 2.772588722239781]
["intensity values", 2.772588722239781]
["intercept term b", 2.772588722239781]
["interesting case", 2.772588722239781]
["internal actions", 2.772588722239781]
["intrinsic nature", 2.772588722239781]
["intrinsic reward", 2.772588722239781]
["intrinsic scales", 2.772588722239781]
["invariance class", 2.772588722239781]
["inverse problems", 2.772588722239781]
["invited lectures", 2.772588722239781]
["iot architecture", 2.772588722239781]
["iot technologies", 2.772588722239781]
["ir cost function", 2.772588722239781]
["ir task endtoend", 2.772588722239781]
["ire transactions", 2.772588722239781]
["irregular graphs", 2.772588722239781]
["irrelevant sound", 2.772588722239781]
["ischemic strokes", 2.772588722239781]
["ith input vector", 2.772588722239781]
["ivector features", 2.772588722239781]
["j  m", 2.772588722239781]
["j  x", 2.772588722239781]
["j lu", 2.772588722239781]
["j pθ", 2.772588722239781]
["j thorac imaging", 2.772588722239781]
["jaana kekäläinen", 2.772588722239781]
["jakob g simonsen", 2.772588722239781]
["jeanpierre david", 2.772588722239781]
["jefrey d kromrey", 2.772588722239781]
["jeremy greenwald", 2.772588722239781]
["jerome louradour", 2.772588722239781]
["jlcc", 2.772588722239781]
["jmlr proceedings", 2.772588722239781]
["johan ak suykens", 2.772588722239781]
["joint appearance", 2.772588722239781]
["joint assignment", 2.772588722239781]
["joint divergence", 2.772588722239781]
["joint likelihood", 2.772588722239781]
["joint occurrence", 2.772588722239781]
["joint prediction", 2.772588722239781]
["josh h mcdermott", 2.772588722239781]
["joão f henriques", 2.772588722239781]
["jpsd", 2.772588722239781]
["jrr  disiunitnit", 2.772588722239781]
["judged documents", 2.772588722239781]
["judgment process", 2.772588722239781]
["k  b", 2.772588722239781]
["k  e", 2.772588722239781]
["k  k", 2.772588722239781]
["k configurations", 2.772588722239781]
["k gopalakrishnan", 2.772588722239781]
["k observations b", 2.772588722239781]
["k xu", 2.772588722239781]
["kalervo järvelin", 2.772588722239781]
["kalman filtering", 2.772588722239781]
["kalpathycramer j", 2.772588722239781]
["kerberos library", 2.772588722239781]
["kernel coefcient", 2.772588722239781]
["kernel embedding", 2.772588722239781]
["kernel matrix kα", 2.772588722239781]
["kernel transform", 2.772588722239781]
["kevin g jamieson", 2.772588722239781]
["key contributors", 2.772588722239781]
["key disadvantage", 2.772588722239781]
["key interactions", 2.772588722239781]
["key technologies", 2.772588722239781]
["koenderink prize", 2.772588722239781]
["krishnaprasad ps", 2.772588722239781]
["kth hidden layer", 2.772588722239781]
["kuldip k paliwal", 2.772588722239781]
["l bo", 2.772588722239781]
["l connectionsone", 2.772588722239781]
["l hu", 2.772588722239781]
["l si", 2.772588722239781]
["l terminal nodes", 2.772588722239781]
["lab histograms h", 2.772588722239781]
["label relaxation", 2.772588722239781]
["label space y  y", 2.772588722239781]
["label variable y", 2.772588722239781]
["labeled test set", 2.772588722239781]
["labelless videos", 2.772588722239781]
["lacune detection", 2.772588722239781]
["lambdarank trick", 2.772588722239781]
["language domains", 2.772588722239781]
["language experts", 2.772588722239781]
["language parsing", 2.772588722239781]
["language sources", 2.772588722239781]
["large black bird", 2.772588722239781]
["large difference", 2.772588722239781]
["large percentage", 2.772588722239781]
["large repository", 2.772588722239781]
["large similarity", 2.772588722239781]
["larger gradients", 2.772588722239781]
["larger influence", 2.772588722239781]
["larger step size", 2.772588722239781]
["larger successes", 2.772588722239781]
["larger test sets", 2.772588722239781]
["larger α results", 2.772588722239781]
["largest datasets", 2.772588722239781]
["largest decrease", 2.772588722239781]
["largest distance", 2.772588722239781]
["largest elements", 2.772588722239781]
["largest increase", 2.772588722239781]
["largest test set", 2.772588722239781]
["largest variance", 2.772588722239781]
["latent attribute", 2.772588722239781]
["latent component", 2.772588722239781]
["latent dimension", 2.772588722239781]
["latent subspaces", 2.772588722239781]
["lawsuit students", 2.772588722239781]
["layer correspond", 2.772588722239781]
["layer ffnn model", 2.772588722239781]
["layer importance", 2.772588722239781]
["layer transition", 2.772588722239781]
["layered networks", 2.772588722239781]
["layerwise manner", 2.772588722239781]
["leader board set", 2.772588722239781]
["leaderboard data", 2.772588722239781]
["leaderboard fold", 2.772588722239781]
["leaderboard sets", 2.772588722239781]
["learnable system", 2.772588722239781]
["learned mappings", 2.772588722239781]
["learning complex", 2.772588722239781]
["learning dataset", 2.772588722239781]
["learning details", 2.772588722239781]
["learning rate ρt", 2.772588722239781]
["learning studies", 2.772588722239781]
["lecture material", 2.772588722239781]
["letor benchmarks", 2.772588722239781]
["level prediction", 2.772588722239781]
["lexical analysis", 2.772588722239781]
["lexical features", 2.772588722239781]
["lexical taxonomy", 2.772588722239781]
["li k", 2.772588722239781]
["li r", 2.772588722239781]
["li x", 2.772588722239781]
["lidcidri dataset", 2.772588722239781]
["light microscopy", 2.772588722239781]
["lihi zelnikmanor", 2.772588722239781]
["limited accuracy", 2.772588722239781]
["limited capacity", 2.772588722239781]
["limited guidance", 2.772588722239781]
["limited modeling", 2.772588722239781]
["linear basis set", 2.772588722239781]
["linear filtering", 2.772588722239781]
["linear functions", 2.772588722239781]
["linear summation", 2.772588722239781]
["linear variables", 2.772588722239781]
["linguistic level", 2.772588722239781]
["link information", 2.772588722239781]
["lipid physiology", 2.772588722239781]
["listwise methods", 2.772588722239781]
["ln c", 2.772588722239781]
["local brightness", 2.772588722239781]
["local constraint", 2.772588722239781]
["local covariance", 2.772588722239781]
["local lognormals", 2.772588722239781]
["local plasticity", 2.772588722239781]
["local regularity", 2.772588722239781]
["local similarity", 2.772588722239781]
["local smoothness", 2.772588722239781]
["local stdp rules", 2.772588722239781]
["local transition", 2.772588722239781]
["localization map", 2.772588722239781]
["localize objects", 2.772588722239781]
["localized slices", 2.772588722239781]
["logenergy values", 2.772588722239781]
["logical calculus", 2.772588722239781]
["logistic sigmoid", 2.772588722239781]
["longterm history", 2.772588722239781]
["loose assumption", 2.772588722239781]
["low data regimes", 2.772588722239781]
["low level layers", 2.772588722239781]
["low rank product", 2.772588722239781]
["low top10 scores", 2.772588722239781]
["lowdensity areas", 2.772588722239781]
["lowdimensional z", 2.772588722239781]
["lowdose chest ct", 2.772588722239781]
["lower accuracies", 2.772588722239781]
["lower test error", 2.772588722239781]
["lowlevel library", 2.772588722239781]
["lowrank estimate", 2.772588722239781]
["lowscoring words", 2.772588722239781]
["lsaneural models", 2.772588722239781]
["luna16 challenge", 2.772588722239781]
["lung ct analysis", 2.772588722239781]
["m  m", 2.772588722239781]
["m  r", 2.772588722239781]
["m bins converges", 2.772588722239781]
["m d breitenstein", 2.772588722239781]
["m li", 2.772588722239781]
["m linaresvásquez", 2.772588722239781]
["m pierre peretto", 2.772588722239781]
["m ˆf", 2.772588722239781]
["macroscopic view", 2.772588722239781]
["mahamed gh omran", 2.772588722239781]
["main bottlenecks", 2.772588722239781]
["main differences", 2.772588722239781]
["main focus areas", 2.772588722239781]
["main formulation", 2.772588722239781]
["main shortcoming", 2.772588722239781]
["maintenance task", 2.772588722239781]
["major motivation", 2.772588722239781]
["major objectives", 2.772588722239781]
["major techniques", 2.772588722239781]
["malignant masses", 2.772588722239781]
["manageable level", 2.772588722239781]
["manual expertise", 2.772588722239781]
["map improvements", 2.772588722239781]
["margin  tlabelmv", 2.772588722239781]
["margin locations", 2.772588722239781]
["marginal samples", 2.772588722239781]
["mark corresponds", 2.772588722239781]
["markov processes", 2.772588722239781]
["markus goldstein", 2.772588722239781]
["martin arjovsky3", 2.772588722239781]
["masashi sugiyama", 2.772588722239781]
["masking patterns", 2.772588722239781]
["massive adoption", 2.772588722239781]
["massive database", 2.772588722239781]
["massive datasets", 2.772588722239781]
["masslike lesions", 2.772588722239781]
["masterlevel play", 2.772588722239781]
["matching methods", 2.772588722239781]
["matchsrnn adopts", 2.772588722239781]
["material details", 2.772588722239781]
["matrix logarithm", 2.772588722239781]
["maximal distance", 2.772588722239781]
["maximized margin", 2.772588722239781]
["maximum activity", 2.772588722239781]
["maximum decrease", 2.772588722239781]
["maximum increase", 2.772588722239781]
["maximum variance", 2.772588722239781]
["maxpooling units", 2.772588722239781]
["mcmc transitions", 2.772588722239781]
["mcrbm parameters", 2.772588722239781]
["meaningful model", 2.772588722239781]
["medical datasets", 2.772588722239781]
["medical journals", 2.772588722239781]
["medical practice", 2.772588722239781]
["medical problems", 2.772588722239781]
["medical research", 2.772588722239781]
["melscale filters", 2.772588722239781]
["memory addresses", 2.772588722239781]
["memory budgets k", 2.772588722239781]
["memory efficient", 2.772588722239781]
["memory mechanism", 2.772588722239781]
["memory recurrent", 2.772588722239781]
["mentornet treats", 2.772588722239781]
["mere coincidence", 2.772588722239781]
["mesoscopic level", 2.772588722239781]
["meteor universal", 2.772588722239781]
["method increases", 2.772588722239781]
["methods datasets", 2.772588722239781]
["methods parisons", 2.772588722239781]
["metric invariant", 2.772588722239781]
["metric structure", 2.772588722239781]
["michael j taylor", 2.772588722239781]
["michael schmuker", 2.772588722239781]
["micro datacenter", 2.772588722239781]
["microf1 improves", 2.772588722239781]
["mild requirement", 2.772588722239781]
["minibatch size m", 2.772588722239781]
["minimal overhead", 2.772588722239781]
["minimum accuracy", 2.772588722239781]
["minmax procedure", 2.772588722239781]
["mismatched pairs", 2.772588722239781]
["mobile platforms", 2.772588722239781]
["model conditions", 2.772588722239781]
["model extensions", 2.772588722239781]
["model generalize", 2.772588722239781]
["model image size", 2.772588722239781]
["model pixel data", 2.772588722239781]
["model prediction", 2.772588722239781]
["moderate amounts", 2.772588722239781]
["modular approach", 2.772588722239781]
["modular learning", 2.772588722239781]
["mohammad norouzi", 2.772588722239781]
["moleculenet aims", 2.772588722239781]
["molnet submodule", 2.772588722239781]
["monica bianchini", 2.772588722239781]
["monophone system", 2.772588722239781]
["montecarlo model", 2.772588722239781]
["motifbased tasks", 2.772588722239781]
["motion magnitude", 2.772588722239781]
["multilingual nlp", 2.772588722239781]
["multiple aspects", 2.772588722239781]
["multiple cameras", 2.772588722239781]
["multiple factors", 2.772588722239781]
["multiple intents", 2.772588722239781]
["multiple methods", 2.772588722239781]
["multiple metrics", 2.772588722239781]
["multiple outputs", 2.772588722239781]
["multiple patches", 2.772588722239781]
["multiple regions", 2.772588722239781]
["multiple sensors", 2.772588722239781]
["multiple shallow", 2.772588722239781]
["multiple studies", 2.772588722239781]
["multiple targets", 2.772588722239781]
["multiple threads", 2.772588722239781]
["multiple weights", 2.772588722239781]
["multistream cnns", 2.772588722239781]
["multitask system", 2.772588722239781]
["multitime models", 2.772588722239781]
["multiview theory", 2.772588722239781]
["multiworker case", 2.772588722239781]
["musical ensemble", 2.772588722239781]
["mutation process", 2.772588722239781]
["mutual influence", 2.772588722239781]
["mutual relevance", 2.772588722239781]
["n n1", 2.772588722239781]
["n random samples", 2.772588722239781]
["naive linesearch", 2.772588722239781]
["narrower problem", 2.772588722239781]
["nathan schneider", 2.772588722239781]
["nathan silberman", 2.772588722239781]
["national library", 2.772588722239781]
["natural langauge", 2.772588722239781]
["natural sentence", 2.772588722239781]
["natural solution", 2.772588722239781]
["natural strategy", 2.772588722239781]
["natural topology", 2.772588722239781]
["ndcg calculation", 2.772588722239781]
["ndcg consistency", 2.772588722239781]
["nearby locations", 2.772588722239781]
["nearest datasets", 2.772588722239781]
["nearzero weights", 2.772588722239781]
["nec irrationales", 2.772588722239781]
["nec labs america", 2.772588722239781]
["negative logmean", 2.772588722239781]
["negative opinion", 2.772588722239781]
["negative results", 2.772588722239781]
["negative windows", 2.772588722239781]
["neighbor listing", 2.772588722239781]
["neighborhood vwi", 2.772588722239781]
["neighborhood vwp", 2.772588722239781]
["neighborhood wrt", 2.772588722239781]
["neighboring word", 2.772588722239781]
["nervous activity", 2.772588722239781]
["network accuracy", 2.772588722239781]
["network capacity", 2.772588722239781]
["network computes", 2.772588722239781]
["network consists", 2.772588722239781]
["network endtoend", 2.772588722239781]
["network function", 2.772588722239781]
["network overhead", 2.772588722239781]
["network security", 2.772588722239781]
["network services", 2.772588722239781]
["network sparsity", 2.772588722239781]
["networks consist", 2.772588722239781]
["neural algorithm", 2.772588722239781]
["neural computers", 2.772588722239781]
["neural ir papers", 2.772588722239781]
["neural ir refers", 2.772588722239781]
["neural network φ", 2.772588722239781]
["neural p systems", 2.772588722239781]
["neural reservoir", 2.772588722239781]
["neural structure", 2.772588722239781]
["neurips workshop", 2.772588722239781]
["ngram statistics", 2.772588722239781]
["nicholas léonard", 2.772588722239781]
["nicolas bouchard", 2.772588722239781]
["nicolas chapados", 2.772588722239781]
["nineteen targets", 2.772588722239781]
["nips proceedings", 2.772588722239781]
["nn architectures", 2.772588722239781]
["nn output events", 2.772588722239781]
["nodef1  randomly", 2.772588722239781]
["nodef2  randomly", 2.772588722239781]
["nodetograph conv", 2.772588722239781]
["noise approaches", 2.772588722239781]
["noise conditions", 2.772588722239781]
["noise corruption", 2.772588722239781]
["noising function", 2.772588722239781]
["noisy small data", 2.772588722239781]
["nonconvex nature", 2.772588722239781]
["nonconvex nnw  ϕ", 2.772588722239781]
["nonexpert labels", 2.772588722239781]
["nongroup methods", 2.772588722239781]
["nonimage domains", 2.772588722239781]
["nonlinear  rifai", 2.772588722239781]
["nonlinear domain", 2.772588722239781]
["nonlinear nature", 2.772588722239781]
["nonlinear ranker", 2.772588722239781]
["nonneural models", 2.772588722239781]
["nonobvious forms", 2.772588722239781]
["nonuniform patch", 2.772588722239781]
["normal variables", 2.772588722239781]
["normalized decay", 2.772588722239781]
["notable examples", 2.772588722239781]
["notable mentions", 2.772588722239781]
["noticeable trend", 2.772588722239781]
["nparticle system", 2.772588722239781]
["nuclear membrane", 2.772588722239781]
["nuclear receptor", 2.772588722239781]
["nuisance feature", 2.772588722239781]
["numerical values", 2.772588722239781]
["numerous domains", 2.772588722239781]
["numerous efforts", 2.772588722239781]
["numerous methods", 2.772588722239781]
["numerous studies", 2.772588722239781]
["nvidia tesla m40", 2.772588722239781]
["object retrieval", 2.772588722239781]
["objective scales", 2.772588722239781]
["objective values", 2.772588722239781]
["observable units", 2.772588722239781]
["observation data", 2.772588722239781]
["observed classes", 2.772588722239781]
["observed outputs", 2.772588722239781]
["observed pattern", 2.772588722239781]
["observed samples", 2.772588722239781]
["obtained results", 2.772588722239781]
["occasional paper", 2.772588722239781]
["oday2015  fauedu", 2.772588722239781]
["ods fscore of746", 2.772588722239781]
["ods fscore of782", 2.772588722239781]
["offcenter inputs", 2.772588722239781]
["offpolicy method", 2.772588722239781]
["offtheshelf sgds", 2.772588722239781]
["older literature", 2.772588722239781]
["oleksii kuchaiev", 2.772588722239781]
["olivier breuleux", 2.772588722239781]
["omniglot dataset", 2.772588722239781]
["onehot encoding1", 2.772588722239781]
["ongoing research", 2.772588722239781]
["ongoing traction", 2.772588722239781]
["online detection", 2.772588722239781]
["online hda tasks", 2.772588722239781]
["online htl tasks", 2.772588722239781]
["online platforms", 2.772588722239781]
["onpolicy methods", 2.772588722239781]
["open set problem", 2.772588722239781]
["operating points", 2.772588722239781]
["operating regime", 2.772588722239781]
["opinion polarity", 2.772588722239781]
["opponent players", 2.772588722239781]
["opposite pattern", 2.772588722239781]
["optimal accuracy", 2.772588722239781]
["optimal features", 2.772588722239781]
["optimal localist", 2.772588722239781]
["optimal policies", 2.772588722239781]
["optimal settings", 2.772588722239781]
["optimal stopping", 2.772588722239781]
["optimal strategy", 2.772588722239781]
["optimistic study", 2.772588722239781]
["optimum solution", 2.772588722239781]
["order conditions", 2.772588722239781]
["order statistics", 2.772588722239781]
["ordinal measures", 2.772588722239781]
["original animals", 2.772588722239781]
["original authors", 2.772588722239781]
["original classes", 2.772588722239781]
["original data xi", 2.772588722239781]
["original domains", 2.772588722239781]
["original dropout", 2.772588722239781]
["original input x", 2.772588722239781]
["original learner", 2.772588722239781]
["original letor40", 2.772588722239781]
["original ranking", 2.772588722239781]
["original rl goal", 2.772588722239781]
["original signals", 2.772588722239781]
["original weights", 2.772588722239781]
["othello strategy", 2.772588722239781]
["outlier detector", 2.772588722239781]
["outliers objects", 2.772588722239781]
["outofsample rmse", 2.772588722239781]
["output precision", 2.772588722239781]
["output st method", 2.772588722239781]
["output svm model", 2.772588722239781]
["output vector yt", 2.772588722239781]
["overlap features", 2.772588722239781]
["overview diagram", 2.772588722239781]
["p  1", 2.772588722239781]
["p precision bits", 2.772588722239781]
["pablo arbelaez12", 2.772588722239781]
["pacslike systems", 2.772588722239781]
["pagerank vectors", 2.772588722239781]
["pairwise margins", 2.772588722239781]
["pap smear images", 2.772588722239781]
["paper submission", 2.772588722239781]
["parallel updates", 2.772588722239781]
["parentchild pair", 2.772588722239781]
["part annotations", 2.772588722239781]
["partbased system", 2.772588722239781]
["partial evidence", 2.772588722239781]
["partial solution", 2.772588722239781]
["patch label  g1φ", 2.772588722239781]
["patch operator d", 2.772588722239781]
["patrice y simard", 2.772588722239781]
["patrick morrison", 2.772588722239781]
["paul r rosenbaum", 2.772588722239781]
["peerreview stage", 2.772588722239781]
["penalty estimate", 2.772588722239781]
["percent accuracy", 2.772588722239781]
["perfect accuracy", 2.772588722239781]
["perform matching", 2.772588722239781]
["performance cost", 2.772588722239781]
["performance data", 2.772588722239781]
["performance drop", 2.772588722239781]
["permutation test", 2.772588722239781]
["personal ratings", 2.772588722239781]
["pervertex output", 2.772588722239781]
["phonetic content", 2.772588722239781]
["photo sequencing", 2.772588722239781]
["phuc xuan nguyen", 2.772588722239781]
["physical objects", 2.772588722239781]
["pianoflute image", 2.772588722239781]
["pierre sermanet1", 2.772588722239781]
["pivots instances", 2.772588722239781]
["pixel classifier", 2.772588722239781]
["pixel prediction", 2.772588722239781]
["pixi", 2.772588722239781]
["pk  esk es0  es1", 2.772588722239781]
["places high mass", 2.772588722239781]
["plausible events", 2.772588722239781]
["plausible labels", 2.772588722239781]
["pleasure signals", 2.772588722239781]
["plots correspond", 2.772588722239781]
["point estimation", 2.772588722239781]
["points increases", 2.772588722239781]
["poisson  reuters", 2.772588722239781]
["polyak averaging", 2.772588722239781]
["pool proj column", 2.772588722239781]
["pool proj params", 2.772588722239781]
["pooling strategy", 2.772588722239781]
["poor propagation", 2.772588722239781]
["poor scalability", 2.772588722239781]
["popular operator", 2.772588722239781]
["popular packages", 2.772588722239781]
["popular paradigm", 2.772588722239781]
["popular toolkits", 2.772588722239781]
["popularly usedit", 2.772588722239781]
["population codes", 2.772588722239781]
["population popin", 2.772588722239781]
["pose annotations", 2.772588722239781]
["positive answers", 2.772588722239781]
["positive effects", 2.772588722239781]
["positive objects", 2.772588722239781]
["positive reviews", 2.772588722239781]
["post hoc methods", 2.772588722239781]
["potential choice", 2.772588722239781]
["potential impact", 2.772588722239781]
["potential masses", 2.772588722239781]
["potential models", 2.772588722239781]
["potential reason", 2.772588722239781]
["potential upload", 2.772588722239781]
["power expansions", 2.772588722239781]
["power iterations", 2.772588722239781]
["powerful console", 2.772588722239781]
["powerful decoder", 2.772588722239781]
["powerful machine", 2.772588722239781]
["practical impact", 2.772588722239781]
["practical limits", 2.772588722239781]
["practical option", 2.772588722239781]
["practical scheme", 2.772588722239781]
["practice amounts", 2.772588722239781]
["practice compute", 2.772588722239781]
["pranav rajpurkar", 2.772588722239781]
["prechelt l early", 2.772588722239781]
["predicted labels", 2.772588722239781]
["predicted number", 2.772588722239781]
["predicted pixels", 2.772588722239781]
["predicted region", 2.772588722239781]
["prediction order", 2.772588722239781]
["prediction times", 2.772588722239781]
["predictive error", 2.772588722239781]
["preference label", 2.772588722239781]
["preorgan regions", 2.772588722239781]
["pressing problem", 2.772588722239781]
["pretrained scale", 2.772588722239781]
["pretraining aids", 2.772588722239781]
["pretraining dnns", 2.772588722239781]
["pretraining puts", 2.772588722239781]
["pretraining task", 2.772588722239781]
["previous context", 2.772588722239781]
["previous cpudbns", 2.772588722239781]
["previous history", 2.772588722239781]
["previous problem", 2.772588722239781]
["previous ratings", 2.772588722239781]
["previous rewards", 2.772588722239781]
["previous surveys", 2.772588722239781]
["previous version", 2.772588722239781]
["prfbased methods", 2.772588722239781]
["price comparison", 2.772588722239781]
["prime candidates", 2.772588722239781]
["principle create", 2.772588722239781]
["prior approaches", 2.772588722239781]
["prioritized list", 2.772588722239781]
["privacy concerns", 2.772588722239781]
["private features", 2.772588722239781]
["private subspace", 2.772588722239781]
["probability list", 2.772588722239781]
["problem settings", 2.772588722239781]
["proboscis monkey", 2.772588722239781]
["process location", 2.772588722239781]
["process memories", 2.772588722239781]
["process onthefly", 2.772588722239781]
["processed output", 2.772588722239781]
["processing depth", 2.772588722239781]
["product domains3", 2.772588722239781]
["product entities", 2.772588722239781]
["production rules", 2.772588722239781]
["prof honglak lee", 2.772588722239781]
["prof russ altman", 2.772588722239781]
["prof v narry kim", 2.772588722239781]
["prominent issues", 2.772588722239781]
["promising places", 2.772588722239781]
["promising signal", 2.772588722239781]
["promising system", 2.772588722239781]
["propensity model", 2.772588722239781]
["propensity score", 2.772588722239781]
["proper decisions", 2.772588722239781]
["proper threshold", 2.772588722239781]
["prostate lesions", 2.772588722239781]
["protein function", 2.772588722239781]
["provided caption", 2.772588722239781]
["proximity search", 2.772588722239781]
["proxy classifier", 2.772588722239781]
["pseudo test sets", 2.772588722239781]
["public knowledge", 2.772588722239781]
["publication type", 2.772588722239781]
["published online", 2.772588722239781]
["pythonbased neon", 2.772588722239781]
["qm7qm7b datasets", 2.772588722239781]
["qm9 performances", 2.772588722239781]
["qsar predictions", 2.772588722239781]
["qstar consortium", 2.772588722239781]
["quae nec fractas", 2.772588722239781]
["quality feedback", 2.772588722239781]
["query detop1 acc", 2.772588722239781]
["query properties", 2.772588722239781]
["query refinement", 2.772588722239781]
["query similarity", 2.772588722239781]
["query specifcity", 2.772588722239781]
["querylevel rules", 2.772588722239781]
["queryresult pair", 2.772588722239781]
["questions humans", 2.772588722239781]
["r bioinformatics", 2.772588722239781]
["r n gottumukkala", 2.772588722239781]
["rafael caballero", 2.772588722239781]
["raffaele cafiero", 2.772588722239781]
["rahul sarpeshkar", 2.772588722239781]
["random dimension", 2.772588722239781]
["random embedding", 2.772588722239781]
["random genotypes", 2.772588722239781]
["random locations", 2.772588722239781]
["random minibatch", 2.772588722239781]
["random subpolicy", 2.772588722239781]
["random vertex vi", 2.772588722239781]
["randomized trees", 2.772588722239781]
["ranking measures", 2.772588722239781]
["ranking problems", 2.772588722239781]
["ranksvmr0 method", 2.772588722239781]
["ratebased coding", 2.772588722239781]
["raw ecog signals", 2.772588722239781]
["raw imaging data", 2.772588722239781]
["raw input images", 2.772588722239781]
["raw observations", 2.772588722239781]
["raytheon company", 2.772588722239781]
["rbm architecture", 2.772588722239781]
["rbm hidden units", 2.772588722239781]
["reading children", 2.772588722239781]
["readout function", 2.772588722239781]
["real application", 2.772588722239781]
["real number axis", 2.772588722239781]
["real search logs", 2.772588722239781]
["real world graph", 2.772588722239781]
["realistic frames", 2.772588722239781]
["realistic scenes", 2.772588722239781]
["realtime systems", 2.772588722239781]
["receive messages", 2.772588722239781]
["recent challenge", 2.772588722239781]
["recent emergence", 2.772588722239781]
["recent work aims", 2.772588722239781]
["reconstruction g", 2.772588722239781]
["rectangular ring", 2.772588722239781]
["recurrent matrix", 2.772588722239781]
["recurrent module", 2.772588722239781]
["recurrent output", 2.772588722239781]
["region w1  w2  d", 2.772588722239781]
["regular gradient", 2.772588722239781]
["regularizer term", 2.772588722239781]
["related articles", 2.772588722239781]
["related concepts", 2.772588722239781]
["related research", 2.772588722239781]
["relation network", 2.772588722239781]
["relative entropy", 2.772588722239781]
["relative postion", 2.772588722239781]
["relative ranking", 2.772588722239781]
["relative weights", 2.772588722239781]
["relevance bucket", 2.772588722239781]
["relevance models", 2.772588722239781]
["relevance scores", 2.772588722239781]
["relevance signal", 2.772588722239781]
["relevance values", 2.772588722239781]
["relevant content", 2.772588722239781]
["relevant context", 2.772588722239781]
["relevant matches", 2.772588722239781]
["relevant measure", 2.772588722239781]
["reliable measure", 2.772588722239781]
["remote procedure", 2.772588722239781]
["rep cnstr2010001", 2.772588722239781]
["rep msrtr2007115", 2.772588722239781]
["repeated modules", 2.772588722239781]
["replica failures", 2.772588722239781]
["reports averages", 2.772588722239781]
["rescaling method", 2.772588722239781]
["research article", 2.772588722239781]
["research manager", 2.772588722239781]
["research strands", 2.772588722239781]
["research studies", 2.772588722239781]
["resemble adagrad", 2.772588722239781]
["resnet converges", 2.772588722239781]
["resolution power", 2.772588722239781]
["respective cudnn", 2.772588722239781]
["respective scene", 2.772588722239781]
["respective tasks", 2.772588722239781]
["response differs", 2.772588722239781]
["response latency", 2.772588722239781]
["restricted class", 2.772588722239781]
["retraining phase", 2.772588722239781]
["retrieval method", 2.772588722239781]
["retrieved result", 2.772588722239781]
["retrieved set rq", 2.772588722239781]
["returned results", 2.772588722239781]
["reuters newswire", 2.772588722239781]
["reviewed methods", 2.772588722239781]
["reviews genetics", 2.772588722239781]
["rgbd experiments", 2.772588722239781]
["rgbd information", 2.772588722239781]
["rich annotations", 2.772588722239781]
["rich interaction", 2.772588722239781]
["rich label space", 2.772588722239781]
["richard e howard", 2.772588722239781]
["rightmost column", 2.772588722239781]
["rightmost images", 2.772588722239781]
["rigorous science", 2.772588722239781]
["rl agent conveys", 2.772588722239781]
["rnn applications", 2.772588722239781]
["rnn architecture", 2.772588722239781]
["robust decisions", 2.772588722239781]
["robust detection", 2.772588722239781]
["robust estimates", 2.772588722239781]
["robust04 dataset", 2.772588722239781]
["robustness tests", 2.772588722239781]
["rodney j douglas", 2.772588722239781]
["roland memisevic", 2.772588722239781]
["rotation process", 2.772588722239781]
["rough indication", 2.772588722239781]
["rv d", 2.772588722239781]
["s1  s2 increases", 2.772588722239781]
["saliency measure", 2.772588722239781]
["salient features", 2.772588722239781]
["sample documents", 2.772588722239781]
["samplelabel pair", 2.772588722239781]
["sander bocktinga", 2.772588722239781]
["saturated images", 2.772588722239781]
["scalable feature", 2.772588722239781]
["scalable methods", 2.772588722239781]
["scalable variant", 2.772588722239781]
["scalar λgradient", 2.772588722239781]
["scale parameters", 2.772588722239781]
["scale separation", 2.772588722239781]
["scaleout methods", 2.772588722239781]
["scaling factor k", 2.772588722239781]
["scene attributes", 2.772588722239781]
["scene categories", 2.772588722239781]
