["deep learning", 2494.1352311450464]
["sixth rows", 2.302585092994046]
["sje random", 2.302585092994046]
["sk  τ  cos", 2.302585092994046]
["small area", 2.302585092994046]
["small ball", 2.302585092994046]
["small bins", 2.302585092994046]
["small boat", 2.302585092994046]
["small cost", 2.302585092994046]
["small drop", 2.302585092994046]
["small pool", 2.302585092994046]
["small size", 2.302585092994046]
["small task", 2.302585092994046]
["smaller λ1", 2.302585092994046]
["smaller λ2", 2.302585092994046]
["smart grid", 2.302585092994046]
["smart home", 2.302585092994046]
["smbo model", 2.302585092994046]
["smntm  tn2", 2.302585092994046]
["snn issues", 2.302585092994046]
["snr regime", 2.302585092994046]
["soft count", 2.302585092994046]
["softplus f", 2.302585092994046]
["sojung yun", 2.302585092994046]
["solution w", 2.302585092994046]
["sound clip", 2.302585092994046]
["sound icon", 2.302585092994046]
["source bbs", 2.302585092994046]
["source fis", 2.302585092994046]
["source set", 2.302585092994046]
["space cost", 2.302585092994046]
["span model", 2.302585092994046]
["sparse svm", 2.302585092994046]
["spearman r", 2.302585092994046]
["speed gain", 2.302585092994046]
["sports car", 2.302585092994046]
["sqe method", 2.302585092994046]
["squad data", 2.302585092994046]
["squid axon", 2.302585092994046]
["sr network", 2.302585092994046]
["ss success", 2.302585092994046]
["ssgp model", 2.302585092994046]
["sspe  tang", 2.302585092994046]
["sswe  tang", 2.302585092994046]
["stable gan", 2.302585092994046]
["stagei gan", 2.302585092994046]
["start time", 2.302585092994046]
["static dnn", 2.302585092994046]
["stdp model", 2.302585092994046]
["step sizes", 2.302585092994046]
["story line", 2.302585092994046]
["strobelt h", 2.302585092994046]
["study show", 2.302585092994046]
["sultmann h", 2.302585092994046]
["summers rm", 2.302585092994046]
["sun subset", 2.302585092994046]
["super bowl", 2.302585092994046]
["surf point", 2.302585092994046]
["suvrit sra", 2.302585092994046]
["svhn train", 2.302585092994046]
["svi scheme", 2.302585092994046]
["svm module", 2.302585092994046]
["svm scores", 2.302585092994046]
["sweet spot", 2.302585092994046]
["symbol sij", 2.302585092994046]
["t5 metrics", 2.302585092994046]
["tables iii", 2.302585092994046]
["taewan kim", 2.302585092994046]
["tail query", 2.302585092994046]
["tail words", 2.302585092994046]
["taiyue liu", 2.302585092994046]
["tanh layer", 2.302585092994046]
["target bbs", 2.302585092994046]
["target svm", 2.302585092994046]
["task pairs", 2.302585092994046]
["task types", 2.302585092994046]
["te authors", 2.302585092994046]
["template x", 2.302585092994046]
["ten rounds", 2.302585092994046]
["tencentcom", 2.302585092994046]
["test books", 2.302585092994046]
["test data2", 2.302585092994046]
["test stage", 2.302585092994046]
["test suite", 2.302585092994046]
["test times", 2.302585092994046]
["text input", 2.302585092994046]
["text label", 2.302585092994046]
["text miner", 2.302585092994046]
["text share", 2.302585092994046]
["text space", 2.302585092994046]
["tfidf  svm", 2.302585092994046]
["theory run", 2.302585092994046]
["thijs kooi", 2.302585092994046]
["tian jiang", 2.302585092994046]
["tianfan fu", 2.302585092994046]
["time delay", 2.302585092994046]
["time flies", 2.302585092994046]
["time slice", 2.302585092994046]
["time split", 2.302585092994046]
["timit data", 2.302585092994046]
["timit task", 2.302585092994046]
["tinyimages", 2.302585092994046]
["tnt method", 2.302585092994046]
["token type", 2.302585092994046]
["tompson jj", 2.302585092994046]
["tong zhang", 2.302585092994046]
["top levels", 2.302585092994046]
["top middle", 2.302585092994046]
["total size", 2.302585092994046]
["tough drmm", 2.302585092994046]
["train bert", 2.302585092994046]
["train sets", 2.302585092994046]
["trained fi", 2.302585092994046]
["training γ", 2.302585092994046]
["trang pham", 2.302585092994046]
["trec disks", 2.302585092994046]
["trec tasks", 2.302585092994046]
["tree nodes", 2.302585092994046]
["tri nguyen", 2.302585092994046]
["triple set", 2.302585092994046]
["true delta", 2.302585092994046]
["true score", 2.302585092994046]
["true zeros", 2.302585092994046]
["tsne plots", 2.302585092994046]
["tth column", 2.302585092994046]
["turn helps", 2.302585092994046]
["turn leads", 2.302585092994046]
["turn means", 2.302585092994046]
["txj  log m", 2.302585092994046]
["uk bcentre", 2.302585092994046]
["uk biobank", 2.302585092994046]
["ulaided sl", 2.302585092994046]
["unary term", 2.302585092994046]
["uniform  1", 2.302585092994046]
["unique pcs", 2.302585092994046]
["unique set", 2.302585092994046]
["unit round", 2.302585092994046]
["unit tests", 2.302585092994046]
["unit types", 2.302585092994046]
["unk models", 2.302585092994046]
["unknown cu", 2.302585092994046]
["update z j", 2.302585092994046]
["update ˆµd", 2.302585092994046]
["uri shaham", 2.302585092994046]
["user error", 2.302585092994046]
["user input", 2.302585092994046]
["user query", 2.302585092994046]
["user views", 2.302585092994046]
["users rate", 2.302585092994046]
["usi lugano", 2.302585092994046]
["usual kind", 2.302585092994046]
["uv  vi  v2", 2.302585092994046]
["uwcvm aims", 2.302585092994046]
["v _ l γlm1", 2.302585092994046]
["v athitsos", 2.302585092994046]
["v d matrix", 2.302585092994046]
["v dumoulin", 2.302585092994046]
["v eiselein", 2.302585092994046]
["v eruhimov", 2.302585092994046]
["v martinez", 2.302585092994046]
["v mirrokni", 2.302585092994046]
["v satuluri", 2.302585092994046]
["val subset", 2.302585092994046]
["valid move", 2.302585092994046]
["van gerven", 2.302585092994046]
["van schaik", 2.302585092994046]
["variable g", 2.302585092994046]
["variable j", 2.302585092994046]
["variable λ", 2.302585092994046]
["variance v", 2.302585092994046]
["vast array", 2.302585092994046]
["vector w k", 2.302585092994046]
["vectors w0", 2.302585092994046]
["vectors w1", 2.302585092994046]
["vertices v", 2.302585092994046]
["vgg system", 2.302585092994046]
["vi amounts", 2.302585092994046]
["vib system", 2.302585092994046]
["video clip", 2.302585092994046]
["view angle", 2.302585092994046]
["view point", 2.302585092994046]
["vireo type", 2.302585092994046]
["vital part", 2.302585092994046]
["vivek nair", 2.302585092994046]
["vldb endow", 2.302585092994046]
["voc10 test", 2.302585092994046]
["vocab size", 2.302585092994046]
["volume iii", 2.302585092994046]
["vth column", 2.302585092994046]
["w derguech", 2.302585092994046]
["w hamilton", 2.302585092994046]
["w jingdong", 2.302585092994046]
["w randomly", 2.302585092994046]
["w weerkamp", 2.302585092994046]
["wa  α  na1", 2.302585092994046]
["warm puppy", 2.302585092994046]
["warm start", 2.302585092994046]
["weak class", 2.302585092994046]
["weak edges", 2.302585092994046]
["web intell", 2.302585092994046]
["web1 λmart", 2.302585092994046]
["weidong ma", 2.302585092994046]
["weights wi", 2.302585092994046]
["weights wt", 2.302585092994046]
["weights ww", 2.302585092994046]
["weights αl", 2.302585092994046]
["wenjia bai", 2.302585092994046]
["wenqi lia1", 2.302585092994046]
["wenzhe shi", 2.302585092994046]
["west coast", 2.302585092994046]
["wgj log pr", 2.302585092994046]
["white spot", 2.302585092994046]
["white text", 2.302585092994046]
["white wing", 2.302585092994046]
["white wolf", 2.302585092994046]
["wide class", 2.302585092994046]
["wind chime", 2.302585092994046]
["windows gx", 2.302585092994046]
["wk δwk   k", 2.302585092994046]
["wk δwk  si", 2.302585092994046]
["wk δwk  sj", 2.302585092994046]
["wolpert dh", 2.302585092994046]
["wood block", 2.302585092994046]
["word space", 2.302585092994046]
["wordnet ϕh", 2.302585092994046]
["work hints", 2.302585092994046]
["worst case", 2.302585092994046]
["www search", 2.302585092994046]
["x  σ2i  1y", 2.302585092994046]
["x discrete", 2.302585092994046]
["x entities", 2.302585092994046]
["x gonzalvo", 2.302585092994046]
["x k j¼1 rj", 2.302585092994046]
["x versus g", 2.302585092994046]
["x y stella", 2.302585092994046]
["xd 0  x  d", 2.302585092994046]
["xd 1  x  d", 2.302585092994046]
["xdc1  xdc2", 2.302585092994046]
["xee matrix", 2.302585092994046]
["xiaolin hu", 2.302585092994046]
["xiaoyu qiu", 2.302585092994046]
["xijin tang", 2.302585092994046]
["xilin chen", 2.302585092994046]
["xinruo sun", 2.302585092994046]
["xinyu zhou", 2.302585092994046]
["xu d dlpro", 2.302585092994046]
["xv0xt  σ2i", 2.302585092994046]
["y  pxw2  p", 2.302585092994046]
["y fujiwara", 2.302585092994046]
["y gousseau", 2.302585092994046]
["y hoppenot", 2.302585092994046]
["y kawahara", 2.302585092994046]
["y nesterov", 2.302585092994046]
["y sakamoto", 2.302585092994046]
["y tokozume", 2.302585092994046]
["y ¼ sgn zm", 2.302585092994046]
["yahoo labs", 2.302585092994046]
["yanqi zhou", 2.302585092994046]
["year grows", 2.302585092994046]
["yehoon kim", 2.302585092994046]
["yejin choi", 2.302585092994046]
["yellow box", 2.302585092994046]
["yi xi2 βkl", 2.302585092994046]
["yipeng hub", 2.302585092994046]
["yixin wang", 2.302585092994046]
["yiy log pr", 2.302585092994046]
["yj  aωjsj2", 2.302585092994046]
["yk ¼ hkðxþ", 2.302585092994046]
["yl boureau", 2.302585092994046]
["yp  mitedu", 2.302585092994046]
["yuanhua lv", 2.302585092994046]
["yuanzhi li", 2.302585092994046]
["yuchen fan", 2.302585092994046]
["yuhao zhou", 2.302585092994046]
["yuri burda", 2.302585092994046]
["yuu jinnai", 2.302585092994046]
["yuxin peng", 2.302585092994046]
["z burchill", 2.302585092994046]
["z entities", 2.302585092994046]
["z f mainen", 2.302585092994046]
["zach prior", 2.302585092994046]
["zb zf y xf", 2.302585092994046]
["zehan wang", 2.302585092994046]
["zeming lin", 2.302585092994046]
["zhao zhong", 2.302585092994046]
["zhenqin wu", 2.302585092994046]
["zhichao lu", 2.302585092994046]
["zhiding yu", 2.302585092994046]
["zhiting hu", 2.302585092994046]
["zhongqi lu", 2.302585092994046]
["zihang dai", 2.302585092994046]
["zinan zeng", 2.302585092994046]
["zt3 zt4 ct", 2.302585092994046]
["zw  ht cnn", 2.302585092994046]
["µs  σs  ˆϵ", 2.302585092994046]
["ˆf matches", 2.302585092994046]
["αn  α0  n2", 2.302585092994046]
["αµ  β1 exp", 2.302585092994046]
["γt1  γt ρt", 2.302585092994046]
["δ measures", 2.302585092994046]
["η  ϵ  sign", 2.302585092994046]
["η δc δγ  α", 2.302585092994046]
["θ  explore", 2.302585092994046]
["θ1  min ℓ1", 2.302585092994046]
["θ2  min ℓ1", 2.302585092994046]
["θ3  min ℓ1", 2.302585092994046]
["θ4  min ℓ2", 2.302585092994046]
["θd updates", 2.302585092994046]
["λ2y2 nw2 d", 2.302585092994046]
["ν eω  eiωt", 2.302585092994046]
["π1  py xx0", 2.302585092994046]
["πw denotes", 2.302585092994046]
["σjwk ij hj", 2.302585092994046]
["φ  φ  α  j", 2.302585092994046]
["φv0φt  rnn", 2.302585092994046]
["φv0φt  σ2i", 2.302585092994046]
["ϵ  µs  σsϵ", 2.302585092994046]
["ϵ increase", 2.302585092994046]
["𝑓 𝑦ψ00 𝑦ψ0", 2.302585092994046]
["𝑚 𝑥ψ𝑘0 𝑥ψ𝑘", 2.302585092994046]
["𝑚 𝑦ψ𝑘0 𝑦ψ𝑘", 2.302585092994046]
["𝑤𝑖𝑗  𝐸𝑑𝑎𝑡𝑎", 2.302585092994046]
["𝑼 𝒛1 𝒛2 𝒛𝐿", 2.302585092994046]
["sparsity", 2.299988371858]
["proposal distribution", 2.2833918282925674]
["vector x", 2.2684816818325477]
["segmentation cues", 2.266570675244973]
["_ t0", 2.252728336819822]
["bayesian optimization methods", 2.2448638866576496]
["dx", 2.2425349959292347]
["zeroshot learning approaches", 2.221469673450136]
["bert pretraining", 2.218070977791825]
["fp q", 2.218070977791825]
["learning strategies", 2.20832923437483]
["vi", 2.20691688523109]
["learning workshop", 2.20361037871039]
["01 vector", 2.1972245773362196]
["11 maxout", 2.1972245773362196]
["190 logpr", 2.1972245773362196]
["20th annu", 2.1972245773362196]
["2126 june", 2.1972245773362196]
["2d arrays", 2.1972245773362196]
["2d vector", 2.1972245773362196]
["2user msc", 2.1972245773362196]
["3d levels", 2.1972245773362196]
["3d shapes", 2.1972245773362196]
["400dim ϕw", 2.1972245773362196]
["44 log pr", 2.1972245773362196]
["475 logpr", 2.1972245773362196]
["7th class", 2.1972245773362196]
["_ _ l max", 2.1972245773362196]
["_ ____det", 2.1972245773362196]
["_ amounts", 2.1972245773362196]
["_ comment", 2.1972245773362196]
["_ cosx  x", 2.1972245773362196]
["_ e", 2.1972245773362196]
["_ eiωt xs", 2.1972245773362196]
["_ i1 bi2i", 2.1972245773362196]
["_ i1 bihi", 2.1972245773362196]
["_ i1 loss", 2.1972245773362196]
["_ i1 tanh", 2.1972245773362196]
["_ i1 βici", 2.1972245773362196]
["_ igk max", 2.1972245773362196]
["_ j0 αjtj", 2.1972245773362196]
["_ j0 αjλj", 2.1972245773362196]
["_ jsim qi", 2.1972245773362196]
["_ k max j", 2.1972245773362196]
["_ lls f g", 2.1972245773362196]
["_ n1 ynxn", 2.1972245773362196]
["_ tmp hl1", 2.1972245773362196]
["_ tqq cos", 2.1972245773362196]
["_ tqq idf", 2.1972245773362196]
["_ viv λid", 2.1972245773362196]
["_ vvc exp", 2.1972245773362196]
["_ w", 2.1972245773362196]
["_ yytr lr", 2.1972245773362196]
["_ β", 2.1972245773362196]
["_ φ", 2.1972245773362196]
["_1  ϵt ϵt", 2.1972245773362196]
["____ σ2σ2", 2.1972245773362196]
["__exss  φ", 2.1972245773362196]
["__k j1 wi", 2.1972245773362196]
["_c j1 exp", 2.1972245773362196]
["_k j1 exp", 2.1972245773362196]
["_k j1 ezj", 2.1972245773362196]
["_k j1 eλz", 2.1972245773362196]
["_k k1 ezk", 2.1972245773362196]
["_n i1 δsi", 2.1972245773362196]
["_n j1 yij", 2.1972245773362196]
["_ni j1 yi", 2.1972245773362196]
["_yi  yj2_", 2.1972245773362196]
["a12", 2.1972245773362196]
["a2c agent", 2.1972245773362196]
["ac miller", 2.1972245773362196]
["acm compu", 2.1972245773362196]
["act dense", 2.1972245773362196]
["ad31 code", 2.1972245773362196]
["ae forces", 2.1972245773362196]
["ae layers", 2.1972245773362196]
["ae models", 2.1972245773362196]
["agrawal v", 2.1972245773362196]
["ah karimi", 2.1972245773362196]
["ai models", 2.1972245773362196]
["ai system", 2.1972245773362196]
["aibo ers7", 2.1972245773362196]
["aixin sun", 2.1972245773362196]
["aj exists", 2.1972245773362196]
["al blocks", 2.1972245773362196]
["al define", 2.1972245773362196]
["al defrag", 2.1972245773362196]
["al devise", 2.1972245773362196]
["al linear", 2.1972245773362196]
["al method", 2.1972245773362196]
["al number", 2.1972245773362196]
["al reveal", 2.1972245773362196]
["al search", 2.1972245773362196]
["al system", 2.1972245773362196]
["alc curve", 2.1972245773362196]
["alex berg", 2.1972245773362196]
["ali model", 2.1972245773362196]
["all1 all3", 2.1972245773362196]
["amar shah", 2.1972245773362196]
["andreas j", 2.1972245773362196]
["angelos d", 2.1972245773362196]
["angle _ij", 2.1972245773362196]
["apply nmf", 2.1972245773362196]
["arg min k", 2.1972245773362196]
["arg min w", 2.1972245773362196]
["arg minfs", 2.1972245773362196]
["argmax yy", 2.1972245773362196]
["argmaxy p", 2.1972245773362196]
["argmin xx", 2.1972245773362196]
["art frank", 2.1972245773362196]
["asian cup", 2.1972245773362196]
["atom type", 2.1972245773362196]
["auc score", 2.1972245773362196]
["audio set", 2.1972245773362196]
["awa1 awa1", 2.1972245773362196]
["awa1 test", 2.1972245773362196]
["awa2 awa2", 2.1972245773362196]
["b bassett", 2.1972245773362196]
["b curless", 2.1972245773362196]
["b desalvo", 2.1972245773362196]
["b dpa  pb", 2.1972245773362196]
["b g", 2.1972245773362196]
["b gokturk", 2.1972245773362196]
["b koopman", 2.1972245773362196]
["b kuipers", 2.1972245773362196]
["b marques", 2.1972245773362196]
["b martini", 2.1972245773362196]
["b miranda", 2.1972245773362196]
["b pedroni", 2.1972245773362196]
["b thirion", 2.1972245773362196]
["b upcroft", 2.1972245773362196]
["b xuand d", 2.1972245773362196]
["b ziebart", 2.1972245773362196]
["ba j adam", 2.1972245773362196]
["bag class", 2.1972245773362196]
["bailey dl", 2.1972245773362196]
["base lstm", 2.1972245773362196]
["base task", 2.1972245773362196]
["bass drum", 2.1972245773362196]
["bauder ra", 2.1972245773362196]
["beibei li", 2.1972245773362196]
["bela gipp", 2.1972245773362196]
["ben klein", 2.1972245773362196]
["benesty j", 2.1972245773362196]
["bi refers", 2.1972245773362196]
["bicos seg", 2.1972245773362196]
["big issue", 2.1972245773362196]
["biorxiv p", 2.1972245773362196]
["bits code", 2.1972245773362196]
["black art", 2.1972245773362196]
["blitzer j", 2.1972245773362196]
["blocks wi", 2.1972245773362196]
["blue area", 2.1972245773362196]
["blue bird", 2.1972245773362196]
["blue dots", 2.1972245773362196]
["blue head", 2.1972245773362196]
["blue node", 2.1972245773362196]
["blue text", 2.1972245773362196]
["blue wing", 2.1972245773362196]
["bmacro  b", 2.1972245773362196]
["boquete l", 2.1972245773362196]
["bosa roca", 2.1972245773362196]
["bowyer kw", 2.1972245773362196]
["box areas", 2.1972245773362196]
["box plots", 2.1972245773362196]
["box shape", 2.1972245773362196]
["brefeld u", 2.1972245773362196]
["brendan j", 2.1972245773362196]
["brown eye", 2.1972245773362196]
["bucilu ˇa", 2.1972245773362196]
["bupteducn", 2.1972245773362196]
["buzsáki g", 2.1972245773362196]
["c  yt  xt", 2.1972245773362196]
["c aykanat", 2.1972245773362196]
["c barrett", 2.1972245773362196]
["c biemann", 2.1972245773362196]
["c bregler", 2.1972245773362196]
["c brodley", 2.1972245773362196]
["c buehler", 2.1972245773362196]
["c burgess", 2.1972245773362196]
["c d souza", 2.1972245773362196]
["c djeraba", 2.1972245773362196]
["c fleming", 2.1972245773362196]
["c folkess", 2.1972245773362196]
["c h arnby", 2.1972245773362196]
["c ionescu", 2.1972245773362196]
["c jawahar", 2.1972245773362196]
["c k reddy", 2.1972245773362196]
["c leacock", 2.1972245773362196]
["c lebiere", 2.1972245773362196]
["c mallows", 2.1972245773362196]
["c padgett", 2.1972245773362196]
["c panchev", 2.1972245773362196]
["c r dance", 2.1972245773362196]
["c samples", 2.1972245773362196]
["c targett", 2.1972245773362196]
["c vendome", 2.1972245773362196]
["c watkins", 2.1972245773362196]
["c yew lin", 2.1972245773362196]
["cabrera j", 2.1972245773362196]
["cache hit", 2.1972245773362196]
["car class", 2.1972245773362196]
["case ahle", 2.1972245773362196]
["case d  k", 2.1972245773362196]
["cat split", 2.1972245773362196]
["cbit code", 2.1972245773362196]
["cca deals", 2.1972245773362196]
["cd epochs", 2.1972245773362196]
["cell size", 2.1972245773362196]
["cell type", 2.1972245773362196]
["cell wall", 2.1972245773362196]
["ceolini e", 2.1972245773362196]
["cerco umr", 2.1972245773362196]
["chang liu", 2.1972245773362196]
["channel c", 2.1972245773362196]
["chao xie3", 2.1972245773362196]
["chao yang", 2.1972245773362196]
["chapman d", 2.1972245773362196]
["char lstm", 2.1972245773362196]
["chawla nv", 2.1972245773362196]
["chem base", 2.1972245773362196]
["cheng luo", 2.1972245773362196]
["ciresan d", 2.1972245773362196]
["cireşan d", 2.1972245773362196]
["class acc", 2.1972245773362196]
["class gk1", 2.1972245773362196]
["classes c", 2.1972245773362196]
["classes k", 2.1972245773362196]
["classes p", 2.1972245773362196]
["classes y", 2.1972245773362196]
["cluster k", 2.1972245773362196]
["cnn agent", 2.1972245773362196]
["cnn users", 2.1972245773362196]
["code bits", 2.1972245773362196]
["code file", 2.1972245773362196]
["code form", 2.1972245773362196]
["code link", 2.1972245773362196]
["collins j", 2.1972245773362196]
["color id2", 2.1972245773362196]
["common l1", 2.1972245773362196]
["compute w", 2.1972245773362196]
["compute x", 2.1972245773362196]
["compute 𝑓", 2.1972245773362196]
["context τ", 2.1972245773362196]
["conv draw", 2.1972245773362196]
["conv8 cnn", 2.1972245773362196]
["couprie c", 2.1972245773362196]
["cpu intel", 2.1972245773362196]
["cpu power", 2.1972245773362196]
["cpu years", 2.1972245773362196]
["crammer k", 2.1972245773362196]
["crf model", 2.1972245773362196]
["cs theory", 2.1972245773362196]
["ct volume", 2.1972245773362196]
["ctv", 2.1972245773362196]
["cudnn v60", 2.1972245773362196]
["cutout33m", 2.1972245773362196]
["d  n vote", 2.1972245773362196]
["d almeida", 2.1972245773362196]
["d b rubin", 2.1972245773362196]
["d b tweed", 2.1972245773362196]
["d barrett", 2.1972245773362196]
["d bickson", 2.1972245773362196]
["d buchman", 2.1972245773362196]
["d buffoni", 2.1972245773362196]
["d burghes", 2.1972245773362196]
["d cardiac", 2.1972245773362196]
["d clifton", 2.1972245773362196]
["d columns", 2.1972245773362196]
["d coroian", 2.1972245773362196]
["d cossock", 2.1972245773362196]
["d cownden", 2.1972245773362196]
["d dmatrix", 2.1972245773362196]
["d doukhan", 2.1972245773362196]
["d e knuth", 2.1972245773362196]
["d fewshot", 2.1972245773362196]
["d freitag", 2.1972245773362196]
["d g krige", 2.1972245773362196]
["d ganguly", 2.1972245773362196]
["d golovin", 2.1972245773362196]
["d h adams", 2.1972245773362196]
["d hardoon", 2.1972245773362196]
["d hewlett", 2.1972245773362196]
["d hoiberg", 2.1972245773362196]
["d j scott", 2.1972245773362196]
["d k menon", 2.1972245773362196]
["d klabjan", 2.1972245773362196]
["d krueger", 2.1972245773362196]
["d m", 2.1972245773362196]
["d m bates", 2.1972245773362196]
["d m mimno", 2.1972245773362196]
["d mahajan", 2.1972245773362196]
["d metaxas", 2.1972245773362196]
["d moulavi", 2.1972245773362196]
["d mumford", 2.1972245773362196]
["d muselet", 2.1972245773362196]
["d needell", 2.1972245773362196]
["d nielsen", 2.1972245773362196]
["d novotny", 2.1972245773362196]
["d p sidhu", 2.1972245773362196]
["d playing", 2.1972245773362196]
["d queries", 2.1972245773362196]
["d r barch", 2.1972245773362196]
["d r g h r", 2.1972245773362196]
["d results", 2.1972245773362196]
["d schuler", 2.1972245773362196]
["d sheskin", 2.1972245773362196]
["d simakov", 2.1972245773362196]
["d slepian", 2.1972245773362196]
["d stavens", 2.1972245773362196]
["d tantari", 2.1972245773362196]
["d towsley", 2.1972245773362196]
["d updates", 2.1972245773362196]
["d w moore", 2.1972245773362196]
["d webster", 2.1972245773362196]
["d wolpert", 2.1972245773362196]
["d z", 2.1972245773362196]
["da models", 2.1972245773362196]
["da scenes", 2.1972245773362196]
["dan povey", 2.1972245773362196]
["data anal", 2.1972245773362196]
["data grow", 2.1972245773362196]
["data r  x", 2.1972245773362196]
["data show", 2.1972245773362196]
["data side", 2.1972245773362196]
["dawei yin", 2.1972245773362196]
["dd  d  nt", 2.1972245773362196]
["ddc paper", 2.1972245773362196]
["de method", 2.1972245773362196]
["decoder v", 2.1972245773362196]
["decoder w", 2.1972245773362196]
["deep body", 2.1972245773362196]
["deep haar", 2.1972245773362196]
["deep made", 2.1972245773362196]
["deep rbms", 2.1972245773362196]
["deep sets", 2.1972245773362196]
["define e1", 2.1972245773362196]
["define si", 2.1972245773362196]
["define µℓ", 2.1972245773362196]
["deheng ye", 2.1972245773362196]
["delta lab", 2.1972245773362196]
["denker js", 2.1972245773362196]
["denote ut", 2.1972245773362196]
["dense set", 2.1972245773362196]
["dense spn", 2.1972245773362196]
["detect 11", 2.1972245773362196]
["die  diyv", 2.1972245773362196]
["diyi yang", 2.1972245773362196]
["dl donoho", 2.1972245773362196]
["dnn  dnns", 2.1972245773362196]
["dnn setup", 2.1972245773362196]
["dnn units", 2.1972245773362196]
["dnns fk_j", 2.1972245773362196]
["donahue j", 2.1972245773362196]
["donoho dl", 2.1972245773362196]
["dpm boxes", 2.1972245773362196]
["dpm parts", 2.1972245773362196]
["drmm frst", 2.1972245773362196]
["dropout c", 2.1972245773362196]
["drum roll", 2.1972245773362196]
["dsn block", 2.1972245773362196]
["dual gans", 2.1972245773362196]
["dudley jt", 2.1972245773362196]
["dumais st", 2.1972245773362196]
["dvd toys_", 2.1972245773362196]
["e  xnd  p", 2.1972245773362196]
["e  z  def", 2.1972245773362196]
["e abraham", 2.1972245773362196]
["e cambria", 2.1972245773362196]
["e crowley", 2.1972245773362196]
["e f", 2.1972245773362196]
["e ferrara", 2.1972245773362196]
["e fromont", 2.1972245773362196]
["e garrote", 2.1972245773362196]
["e n", 2.1972245773362196]
["e reduces", 2.1972245773362196]
["e tabassi", 2.1972245773362196]
["e threats", 2.1972245773362196]
["e w xiang", 2.1972245773362196]
["e witchel", 2.1972245773362196]
["e y chang", 2.1972245773362196]
["e zavesky", 2.1972245773362196]
["early cnn", 2.1972245773362196]
["early nns", 2.1972245773362196]
["easy task", 2.1972245773362196]
["edge cues", 2.1972245773362196]
["edge path", 2.1972245773362196]
["edge task", 2.1972245773362196]
["el emam k", 2.1972245773362196]
["ema model", 2.1972245773362196]
["end users", 2.1972245773362196]
["entity ei", 2.1972245773362196]
["entity xk", 2.1972245773362196]
["eoi  ˆips", 2.1972245773362196]
["eqv", 2.1972245773362196]
["erbp rule", 2.1972245773362196]
["eric eide", 2.1972245773362196]
["erm bound", 2.1972245773362196]
["esn", 2.1972245773362196]
["event log", 2.1972245773362196]
["exixj22σ2", 2.1972245773362196]
["ezi", 2.1972245773362196]
["ezpz  log", 2.1972245773362196]
["f belongs", 2.1972245773362196]
["f corradi", 2.1972245773362196]
["f fleuret", 2.1972245773362196]
["f fleurey", 2.1972245773362196]
["f herrera", 2.1972245773362196]
["f implies", 2.1972245773362196]
["f luisier", 2.1972245773362196]
["f marques", 2.1972245773362196]
["f ramalho", 2.1972245773362196]
["f shafait", 2.1972245773362196]
["f tombari", 2.1972245773362196]
["f v visin", 2.1972245773362196]
["f wilczek", 2.1972245773362196]
["f windows", 2.1972245773362196]
["f ˆ", 2.1972245773362196]
["f1  score", 2.1972245773362196]
["f1 scores", 2.1972245773362196]
["face comp", 2.1972245773362196]
["farabet c", 2.1972245773362196]
["fc layers", 2.1972245773362196]
["fch layer", 2.1972245773362196]
["feudal rl", 2.1972245773362196]
["fig1  svr", 2.1972245773362196]
["figure a2", 2.1972245773362196]
["figure a4", 2.1972245773362196]
["figure a6", 2.1972245773362196]
["figure a7", 2.1972245773362196]
["figure a8", 2.1972245773362196]
["figure a9", 2.1972245773362196]
["file path", 2.1972245773362196]
["final auc", 2.1972245773362196]
["final cnn", 2.1972245773362196]
["final dnn", 2.1972245773362196]
["final row", 2.1972245773362196]
["final run", 2.1972245773362196]
["final sum", 2.1972245773362196]
["final svm", 2.1972245773362196]
["final ˆyi", 2.1972245773362196]
["fine arts", 2.1972245773362196]
["fiterau m", 2.1972245773362196]
["food chem", 2.1972245773362196]
["form alcb", 2.1972245773362196]
["form h  g", 2.1972245773362196]
["form v  f", 2.1972245773362196]
["form α  k", 2.1972245773362196]
["form α βt", 2.1972245773362196]
["formula h", 2.1972245773362196]
["fpr", 2.1972245773362196]
["freeman w", 2.1972245773362196]
["full bptt", 2.1972245773362196]
["full pass", 2.1972245773362196]
["full size", 2.1972245773362196]
["full tree", 2.1972245773362196]
["full word", 2.1972245773362196]
["furnas gw", 2.1972245773362196]
["fuzzy dbn", 2.1972245773362196]
["fxed size", 2.1972245773362196]
["g b arous", 2.1972245773362196]
["g b huang", 2.1972245773362196]
["g chechik", 2.1972245773362196]
["g cybenko", 2.1972245773362196]
["g ferroni", 2.1972245773362196]
["g h golub", 2.1972245773362196]
["g hamerly", 2.1972245773362196]
["g j jones", 2.1972245773362196]
["g k cohen", 2.1972245773362196]
["g kollios", 2.1972245773362196]
["g kreiman", 2.1972245773362196]
["g m foody", 2.1972245773362196]
["g matasci", 2.1972245773362196]
["g montana", 2.1972245773362196]
["g neumann", 2.1972245773362196]
["g orchard", 2.1972245773362196]
["g patrini", 2.1972245773362196]
["g pereyra", 2.1972245773362196]
["g raetsch", 2.1972245773362196]
["g riitsch", 2.1972245773362196]
["g roussas", 2.1972245773362196]
["g saporta", 2.1972245773362196]
["g stanley", 2.1972245773362196]
["g stemmer", 2.1972245773362196]
["g stewart", 2.1972245773362196]
["g v", 2.1972245773362196]
["g valiant", 2.1972245773362196]
